apellido,nombre,nombre_completo,seleccion,fecha_nacimiento,posicion,url_ficha
Hakimi,Achraf,Achraf Hakimi Mouh,Marruecos,4 de noviembre de 1998,Defensor,https://www.losmundialesdefutbol.com/jugadores/achraf_hakimi.php
Haland,Alf,"Haland, Alf",Noruega,23 de noviembre de 1972,Defensor,https://www.losmundialesdefutbol.com/jugadores/alf_haland.php
Halasz,Istvan,"Halasz, Istvan",HungrÃ­a,12 de octubre de 1951,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/istvan_halasz.php
Halilhodzic,Vahid,"Halilhodzic, Vahid",Yugoslavia,15 de octubre de 1952,Delantero,https://www.losmundialesdefutbol.com/jugadores/vahid_halilhodzic.php
Halim,Ibrahim,"Halim, Ibrahim",Egipto,10 de febrero de 1910,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ibrahim_halim.php
Hall,Paul,"Hall, Paul",Jamaica,3 de julio de 1972,Delantero,https://www.losmundialesdefutbol.com/jugadores/paul_hall.php
Halla,Paul,"Halla, Paul",Austria,10 de abril de 1931,Defensor,https://www.losmundialesdefutbol.com/jugadores/paul_halla.php
Halldorsson,Hannes,Hannes ÃžÃ³r HalldÃ³rsson,Islandia,27 de abril de 1984,Arquero,https://www.losmundialesdefutbol.com/jugadores/hannes_halldorsson.php
Halle,Gunnar,"Halle, Gunnar",Noruega,11 de agosto de 1965,Defensor,https://www.losmundialesdefutbol.com/jugadores/gunnar_halle.php
Halle,Leo,"Halle, Leo",Paises Bajos,26 de enero de 1906,Arquero,https://www.losmundialesdefutbol.com/jugadores/leo_halle.php
Haller,Helmut,"Haller, Helmut",Alemania Occidental,21 de julio de 1939,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/helmut_haller.php
Hallfredsson,Emil,Emil HallfreÃ°sson,Islandia,19 de julio de 1984,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/emil_hallfredsson.php
Halliche,Rafik,"Halliche, Rafik",Argelia,2 de septiembre de 1986,Defensor,https://www.losmundialesdefutbol.com/jugadores/rafik_halliche.php
Halloran,Ben,"Halloran, Ben",Australia,14 de junio de 1992,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ben_halloran.php
Hamann,Didi,"Hamann, Didi",Alemania,27 de agosto de 1973,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/didi_hamann.php
Hamann,Erich,"Hamann, Erich",Alemania Oriental,27 de noviembre de 1944,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/erich_hamann.php
Hamdallah,Abderrazak,"Hamdallah, Abderrazak",Marruecos,17 de diciembre de 1990,Delantero,https://www.losmundialesdefutbol.com/jugadores/abderrazak_hamdallah.php
Hamed,Tarek,Tarek Hamed,Egipto,24 de octubre de 1988,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/tarek_hamed.php
Hamedani,Satar,"Hamedani, Satar",IrÃ¡n,6 de junio de 1974,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/satar_hamedani.php
Hameiri,Yechiel,"Hameiri, Yechiel",Israel,20 de agosto de 1949,Arquero,https://www.losmundialesdefutbol.com/jugadores/yechiel_hameiri.php
Hamidou,Souleymanou,"Hamidou, Souleymanou",CamerÃºn,22 de noviembre de 1973,Arquero,https://www.losmundialesdefutbol.com/jugadores/souleymanou_hamidou.php
Hamill,Tommy,"Hamill, Tommy",Irlanda del Norte,,Defensor,https://www.losmundialesdefutbol.com/jugadores/tommy_hamill.php
Hamilton,Billy,"Hamilton, Billy",Irlanda del Norte,9 de mayo de 1957,Delantero,https://www.losmundialesdefutbol.com/jugadores/billy_hamilton.php
Hamilton,George,"Hamilton, George",Escocia,7 de diciembre de 1917,Delantero,https://www.losmundialesdefutbol.com/jugadores/george_hamilton.php
Hammerl,Pepi,"Hammerl, Pepi",Austria,22 de enero de 1931,Delantero,https://www.losmundialesdefutbol.com/jugadores/pepi_hammerl.php
,Hammoudi Raad,Hammoudi Raad,Iraq,20 de abril de 1958,Arquero,https://www.losmundialesdefutbol.com/jugadores/hammoudi_raad.php
Hamrin,Kurt,"Hamrin, Kurt",Suecia,19 de noviembre de 1934,Delantero,https://www.losmundialesdefutbol.com/jugadores/kurt_hamrin.php
Hamsik,Marek,"Hamsik, Marek",Eslovaquia,27 de julio de 1987,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/marek_hamsik.php
Han,Bong Zin,"Han, Bong Zin",Corea del Norte,2 de septiembre de 1945,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/bong_zin_han.php
Han,Chung Wa,"Han, Chung Wa",Corea del Sur,3 de noviembre de 1922,Defensor,https://www.losmundialesdefutbol.com/jugadores/chung_wa_han.php
Han,Heung Chul,"Han, Heung Chul",Corea del Sur,17 de noviembre de 1930,Arquero,https://www.losmundialesdefutbol.com/jugadores/heung_chul_han.php
Han,Kook-Young,"Han, Kook-Young",Corea del Sur,19 de abril de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kook_young_han.php
Hanappi,Gerhard,"Hanappi, Gerhard",Austria,16 de febrero de 1929,Defensor,https://www.losmundialesdefutbol.com/jugadores/gerhard_hanappi.php
Handanovic,Jasmin,"Handanovic, Jasmin",Eslovenia,28 de enero de 1978,Arquero,https://www.losmundialesdefutbol.com/jugadores/jasmin_handanovic.php
Handanovic,Samir,"Handanovic, Samir",Eslovenia,14 de julio de 1984,Arquero,https://www.losmundialesdefutbol.com/jugadores/samir_handanovic.php
Hanke,Mike,"Hanke, Mike",Alemania,5 de noviembre de 1983,Delantero,https://www.losmundialesdefutbol.com/jugadores/mike_hanke.php
Hannes,Wilfried,"Hannes, Wilfried",Alemania Occidental,17 de mayo de 1957,Defensor,https://www.losmundialesdefutbol.com/jugadores/wilfried_hannes.php
Hannich,Peter,"Hannich, Peter",HungrÃ­a,30 de marzo de 1957,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/peter_hannich.php
Hansen,Alan,"Hansen, Alan",Escocia,13 de junio de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/alan_hansen.php
Hansen,Sverre,"Hansen, Sverre",Noruega,23 de junio de 1913,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/sverre_hansen.php
Hansson,Knut,"Hansson, Knut",Suecia,9 de mayo de 1911,Delantero,https://www.losmundialesdefutbol.com/jugadores/knut_hansson.php
Hansson,Petter,"Hansson, Petter",Suecia,14 de diciembre de 1976,Defensor,https://www.losmundialesdefutbol.com/jugadores/petter_hansson.php
Hantzidis,Minas,"Hantzidis, Minas",Grecia,4 de julio de 1966,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/minas_hantzidis.php
Hao,Haidong,"Hao, Haidong",China,25 de agosto de 1970,Delantero,https://www.losmundialesdefutbol.com/jugadores/haidong_hao.php
Happel,Ernst,"Happel, Ernst",Austria,29 de noviembre de 1925,Defensor,https://www.losmundialesdefutbol.com/jugadores/ernst_happel.php
Happich,Gunter,"Happich, Gunter",Austria,28 de enero de 1952,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/gunter_happich.php
Haraguchi,Genki,Genki Haraguchi,JapÃ³n,9 de mayo de 1991,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/genki_haraguchi.php
Haraldsson,Ingemar,"Haraldsson, Ingemar",Suecia,3 de febrero de 1928,Arquero,https://www.losmundialesdefutbol.com/jugadores/ingemar_haraldsson.php
Harding,Dave,"Harding, Dave",Australia,14 de agosto de 1946,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/dave_harding.php
Hargreaves,Owen,"Hargreaves, Owen",Inglaterra,20 de enero de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/owen_hargreaves.php
Haringer,Sigmund,"Haringer, Sigmund",Alemania,9 de diciembre de 1908,Defensor,https://www.losmundialesdefutbol.com/jugadores/sigmund_haringer.php
Harit,Amine,Amine Harit,Marruecos,18 de junio de 1997,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/amine_harit.php
Harker,Al,"Harker, Al",Estados Unidos,11 de abril de 1910,Defensor,https://www.losmundialesdefutbol.com/jugadores/al_harker.php
Harkes,John,"Harkes, John",Estados Unidos,8 de marzo de 1967,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/john_harkes.php
Harkouk,Rachid,"Harkouk, Rachid",Argelia,19 de mayo de 1956,Delantero,https://www.losmundialesdefutbol.com/jugadores/rachid_harkouk.php
Harper,Joe,"Harper, Joe",Escocia,11 de enero de 1948,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/joe_harper.php
Harris,Mark,"Harris, Mark",Gales,29 de diciembre de 1998,Delantero,https://www.losmundialesdefutbol.com/jugadores/mark_harris.php
Hart,Joe,"Hart, Joe",Inglaterra,19 de abril de 1987,Arquero,https://www.losmundialesdefutbol.com/jugadores/joe_hart.php
Harte,Ian,"Harte, Ian",Irlanda,31 de agosto de 1977,Defensor,https://www.losmundialesdefutbol.com/jugadores/ian_harte.php
Hartford,Asa,"Hartford, Asa",Escocia,24 de octubre de 1950,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/asa_hartford.php
Harthi,Mohsin,"Harthi, Mohsin",Arabia Saudita,17 de julio de 1976,Defensor,https://www.losmundialesdefutbol.com/jugadores/mohsin_harthi.php
Harting,J.,"Harting, J.",Indias Orientales Holand.,,Arquero,https://www.losmundialesdefutbol.com/jugadores/j_harting.php
Haruna,Lukman,"Haruna, Lukman",Nigeria,4 de diciembre de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/lukman_haruna.php
Harvey,David,"Harvey, David",Escocia,7 de febrero de 1948,Arquero,https://www.losmundialesdefutbol.com/jugadores/david_harvey.php
Hasebe,Makoto,Makoto Hasebe,JapÃ³n,18 de enero de 1984,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/makoto_hasebe.php
Hasek,Ivan,"Hasek, Ivan",Checoslovaquia,6 de septiembre de 1963,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ivan_hasek.php
,Hashem Natik,Hashem Natik,Iraq,15 de enero de 1960,Defensor,https://www.losmundialesdefutbol.com/jugadores/hashem_natik.php
Hashemian,Vahid,"Hashemian, Vahid",IrÃ¡n,21 de julio de 1976,Delantero,https://www.losmundialesdefutbol.com/jugadores/vahid_hashemian.php
Hasni,Mokhtar,"Hasni, Mokhtar",TÃºnez,19 de marzo de 1952,Delantero,https://www.losmundialesdefutbol.com/jugadores/mokhtar_hasni.php
Hassan,Abdelkarim,Abdelkarim Hassan Al Haj Fadlalla,Catar,28 de agosto de 1993,Defensor,https://www.losmundialesdefutbol.com/jugadores/abdelkarim_hassan.php
Hassan,Hossam,"Hassan, Hossam",Egipto,10 de agosto de 1966,Delantero,https://www.losmundialesdefutbol.com/jugadores/hossam_hassan.php
Hassan,Ibrahim,"Hassan, Ibrahim",Egipto,10 de agosto de 1966,Defensor,https://www.losmundialesdefutbol.com/jugadores/ibrahim_hassan.php
Hassan,Yousuf,Yousef Hassan Mohamed Ali,Catar,24 de mayo de 1996,Arquero,https://www.losmundialesdefutbol.com/jugadores/yousuf_hassan.php
,Hassan Mohamed,Hassan Mohamed,Emiratos Arabes,23 de agosto de 1962,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/hassan_mohamed.php
Hasselbaink,Jimmy Floyd,"Hasselbaink, Jimmy Floyd",Paises Bajos,27 de marzo de 1972,Delantero,https://www.losmundialesdefutbol.com/jugadores/jimmy_floyd_hasselbaink.php
Hassen,Mouez,Mouez Hassen,TÃºnez,5 de marzo de 1995,Arquero,https://www.losmundialesdefutbol.com/jugadores/mouez_hassen.php
Hassmann,Josef,"Hassmann, Josef",Austria,21 de mayo de 1910,Delantero,https://www.losmundialesdefutbol.com/jugadores/josef_hassmann.php
Hateley,Mark,"Hateley, Mark",Inglaterra,7 de noviembre de 1961,Delantero,https://www.losmundialesdefutbol.com/jugadores/mark_hateley.php
Hatem,Abdelaziz,Abdulaziz Hatem Mohammed Abdullah,Catar,1 de enero de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/abdelaziz_hatem.php
Hattenberger,Roland,"Hattenberger, Roland",Austria,7 de diciembre de 1948,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/roland_hattenberger.php
Hattori,Toshihiro,"Hattori, Toshihiro",JapÃ³n,23 de septiembre de 1973,Defensor,https://www.losmundialesdefutbol.com/jugadores/toshihiro_hattori.php
Haummer,Walter,"Haummer, Walter",Austria,22 de noviembre de 1928,Delantero,https://www.losmundialesdefutbol.com/jugadores/walter_haummer.php
Hausser,Gerard,"Hausser, Gerard",Francia,18 de marzo de 1939,Delantero,https://www.losmundialesdefutbol.com/jugadores/gerard_hausser.php
Havertz,Kai,Kai Lukas Havertz,Alemania,11 de junio de 1999,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kai_havertz.php
Havutcu,Tayfur,"Havutcu, Tayfur",TurquÃ­a,23 de abril de 1970,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/tayfur_havutcu.php
Hawsawi,Motaz,Motaz Ali Hassan Hawsawi,Arabia Saudita,17 de febrero de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/motaz_hawsawi.php
Hawsawi,Omar,Omar Ibrahim Omar Othman Hawsawi,Arabia Saudita,27 de septiembre de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/omar_hawsawi.php
Hawsawi,Osama,Osama Hawsawi,Arabia Saudita,31 de marzo de 1984,Defensor,https://www.losmundialesdefutbol.com/jugadores/osama_hawsawi.php
Hay,Davie,"Hay, Davie",Escocia,29 de enero de 1948,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/davie_hay.php
Haynes,John,"Haynes, John",Inglaterra,17 de octubre de 1934,Delantero,https://www.losmundialesdefutbol.com/jugadores/john_haynes.php
Hazard,Eden,Eden Michael Hazard,BÃ©lgica,7 de enero de 1991,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/eden_hazard.php
Hazard,Thorgan,Thorgan Ganael Francis Hazard,BÃ©lgica,29 de marzo de 1993,Delantero,https://www.losmundialesdefutbol.com/jugadores/thorgan_hazard.php
Hazzaz,Mohamed,"Hazzaz, Mohamed",Marruecos,01 de enero de 1945,Arquero,https://www.losmundialesdefutbol.com/jugadores/mohamed_hazzaz.php
Healey,Felix,"Healey, Felix",Irlanda del Norte,27 de septiembre de 1955,Delantero,https://www.losmundialesdefutbol.com/jugadores/felix_healey.php
Hector,Jonas,Jonas Armin Hector,Alemania,27 de mayo de 1990,Defensor,https://www.losmundialesdefutbol.com/jugadores/jonas_hector.php
Hedman,Magnus,"Hedman, Magnus",Suecia,19 de marzo de 1973,Arquero,https://www.losmundialesdefutbol.com/jugadores/magnus_hedman.php
Heennesey,Wayne,"Heennesey, Wayne",Gales,24 de enero de 1987,Arquero,https://www.losmundialesdefutbol.com/jugadores/wayne_hennessey.php
Hegazi,Ahmed,Ahmed Elsayed Ali Elsayed Hegazy,Egipto,25 de enero de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/ahmed_hegazi.php
Heggem,Vegard,"Heggem, Vegard",Noruega,13 de julio de 1975,Delantero,https://www.losmundialesdefutbol.com/jugadores/vegard_heggem.php
Heidemann,Mathias,"Heidemann, Mathias",Alemania,7 de febrero de 1912,Delantero,https://www.losmundialesdefutbol.com/jugadores/mathias_heidemann.php
Heinrich,Joerg,"Heinrich, Joerg",Alemania,6 de diciembre de 1969,Defensor,https://www.losmundialesdefutbol.com/jugadores/joerg_heinrich.php
Heintze,Jan,"Heintze, Jan",Dinamarca,17 de agosto de 1963,Defensor,https://www.losmundialesdefutbol.com/jugadores/jan_heintze.php
Heinz,Marek,"Heinz, Marek",RepÃºblica Checa,4 de agosto de 1977,Delantero,https://www.losmundialesdefutbol.com/jugadores/marek_heinz.php
Heinze,Gabriel,"Heinze, Gabriel",Argentina,19 de abril de 1978,Defensor,https://www.losmundialesdefutbol.com/jugadores/gabriel_heinze.php
Heisserer,Oscar,"Heisserer, Oscar",Francia,18 de julio de 1914,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/oscar_heisserer.php
Heitinga,John,"Heitinga, John",Paises Bajos,15 de noviembre de 1983,Defensor,https://www.losmundialesdefutbol.com/jugadores/john_heitinga.php
Hejazi,Nasser,"Hejazi, Nasser",IrÃ¡n,19 de diciembre de 1949,Arquero,https://www.losmundialesdefutbol.com/jugadores/nasser_hejazi.php
Hejduk,Frankie,"Hejduk, Frankie",Estados Unidos,5 de agosto de 1974,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/frankie_hejduk.php
Helander,Filip,Filip Viktor Helander,Suecia,22 de abril de 1993,Defensor,https://www.losmundialesdefutbol.com/jugadores/filip_helander.php
Held,Sigi,"Held, Sigi",Alemania Occidental,7 de agosto de 1942,Delantero,https://www.losmundialesdefutbol.com/jugadores/sigi_held.php
Helguera,Ivan,"Helguera, Ivan",EspaÃ±a,28 de marzo de 1975,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ivan_helguera.php
Hellemans,Auguste,"Hellemans, Auguste",BÃ©lgica,14 de septiembre de 1907,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/auguste_hellemans.php
Hellstrom,Ronnie,"Hellstrom, Ronnie",Suecia,21 de febrero de 1949,Arquero,https://www.losmundialesdefutbol.com/jugadores/ronnie_hellstrom.php
Helmer,Thomas,"Helmer, Thomas",Alemania,21 de abril de 1965,Defensor,https://www.losmundialesdefutbol.com/jugadores/thomas_helmer.php
Helmy,Mohamed,"Helmy, Mohamed",Egipto,13 de febrero de 1912,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/mohamed_helmy.php
Helveg,Thomas,"Helveg, Thomas",Dinamarca,24 de junio de 1971,Defensor,https://www.losmundialesdefutbol.com/jugadores/thomas_helveg.php
Hemele,Otto,"Hemele, Otto",Checoslovaquia,22 de enero de 1926,Delantero,https://www.losmundialesdefutbol.com/jugadores/otto_hemele.php
Henderson,Chris,"Henderson, Chris",Estados Unidos,11 de diciembre de 1970,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/chris_henderson.php
Henderson,Jackie,"Henderson, Jackie",Escocia,17 de enero de 1932,Delantero,https://www.losmundialesdefutbol.com/jugadores/jackie_henderson.php
Henderson,Jordan,Jordan Brian Henderson,Inglaterra,17 de junio de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jordan_henderson.php
Hendry,Colin,"Hendry, Colin",Escocia,7 de diciembre de 1965,Defensor,https://www.losmundialesdefutbol.com/jugadores/colin_hendry.php
Henriksen,Kristian,"Henriksen, Kristian",Noruega,3 de marzo de 1911,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/kristian_henriksen.php
Henriksen,Rene,"Henriksen, Rene",Dinamarca,27 de agosto de 1969,Defensor,https://www.losmundialesdefutbol.com/jugadores/rene_henriksen.php
,Henrique Adriano Buss,Henrique Adriano Buss,Brasil,14 de octubre de 1986,Defensor,https://www.losmundialesdefutbol.com/jugadores/henrique.php
Henry,Paul,"Henry, Paul",BÃ©lgica,6 de septiembre de 1912,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/paul_henry.php
Henry,Thierry,Thierry Daniel Henry,Francia,17 de agosto de 1977,Delantero,https://www.losmundialesdefutbol.com/jugadores/thierry_henry.php
Heraf,Andreas,"Heraf, Andreas",Austria,10 de septiembre de 1967,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/andreas_heraf.php
Herbert,Ricki,"Herbert, Ricki",Nueva Zelanda,10 de abril de 1961,Defensor,https://www.losmundialesdefutbol.com/jugadores/ricki_herbert.php
Herbert,Yves,"Herbert, Yves",Francia,17 de agosto de 1945,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/yves_herbert.php
Herbin,Robert,"Herbin, Robert",Francia,30 de marzo de 1939,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/robert_herbin.php
,Hercules,Hercules,Brasil,2 de julio de 1912,Delantero,https://www.losmundialesdefutbol.com/jugadores/hercules.php
Heredia,Olaf,"Heredia, Olaf",MÃ©xico,19 de octubre de 1957,Arquero,https://www.losmundialesdefutbol.com/jugadores/olaf_heredia.php
Heredia,Ramon,"Heredia, Ramon",Argentina,26 de febrero de 1951,Defensor,https://www.losmundialesdefutbol.com/jugadores/ramon_heredia.php
Heremans,Albert,"Heremans, Albert",BÃ©lgica,13 de abril de 1906,Delantero,https://www.losmundialesdefutbol.com/jugadores/albert_heremans.php
Herget,Matthias,"Herget, Matthias",Alemania Occidental,14 de noviembre de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/matthias_herget.php
Herkenrath,Fritz,"Herkenrath, Fritz",Alemania Occidental,9 de septiembre de 1928,Arquero,https://www.losmundialesdefutbol.com/jugadores/fritz_herkenrath.php
Hermann,Guenter,"Hermann, Guenter",Alemania Occidental,1 de septiembre de 1939,Delantero,https://www.losmundialesdefutbol.com/jugadores/guenter_hermann.php
Hermann,Guenther,"Hermann, Guenther",Alemania Occidental,5 de diciembre de 1960,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/guenther_hermann.php
,Hermogenes,Hermogenes,Brasil,4 de noviembre de 1908,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/hermogenes.php
Hermosillo,Carlos,"Hermosillo, Carlos",MÃ©xico,24 de agosto de 1964,Delantero,https://www.losmundialesdefutbol.com/jugadores/carlos_hermosillo.php
HernÃ¡ndez,Abel,"HernÃ¡ndez, Abel",Uruguay,8 de agosto de 1990,Delantero,https://www.losmundialesdefutbol.com/jugadores/abel_hernandez.php
Hernandez,Alfredo,"Hernandez, Alfredo",MÃ©xico,18 de junio de 1935,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alfredo_hernandez.php
HernÃ¡ndez,Anthony,Anthony William HernÃ¡ndez GonzÃ¡lez,Costa Rica,11 de octubre de 2001,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/anthony_hernandez.php
Hernandez,Carlos,"Hernandez, Carlos",Costa Rica,9 de abril de 1982,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/carlos_hernandez.php
Hernandez,Francisco,"Hernandez, Francisco",El Salvador,11 de diciembre de 1958,Delantero,https://www.losmundialesdefutbol.com/jugadores/francisco_hernandez.php
Hernandez,Francisco,"Hernandez, Francisco",MÃ©xico,,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/francisco_hernandez_2.php
Hernandez,Guillermo,"Hernandez, Guillermo",MÃ©xico,25 de junio de 1942,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/guillermo_hernandez.php
Hernandez,Hector,"Hernandez, Hector",MÃ©xico,6 de diciembre de 1935,Delantero,https://www.losmundialesdefutbol.com/jugadores/hector_hernandez.php
Hernandez,Javier,Javier HernÃ¡ndez BalcÃ¡zar,MÃ©xico,1 de junio de 1988,Delantero,https://www.losmundialesdefutbol.com/jugadores/javier_hernandez.php
